year,geo_name,geo,income_inequality
2015,Delaware County,05000US19055,3.884
2015,Miami County,05000US18103,3.884
2017,Hardin County,05000US19083,3.884
2016,Ellsworth County,05000US20053,3.884
2017,Union County,05000US35059,3.884
2015,Clarke County,05000US51043,3.884
2016,Sanpete County,05000US49039,3.884
2017,Comanche County,05000US20033,3.883
2017,Hansford County,05000US48195,3.883
2015,"Rutherford County, TN",05000US47149,3.883
2016,"Douglas County, GA",05000US13097,3.882
2016,Knox County,05000US23013,3.882
2017,Lawrence County,05000US17101,3.882
2017,Iowa County,05000US55049,3.881
2016,Rush County,05000US20165,3.881
2015,Juneau County,05000US55057,3.881
2017,Lane County,05000US20101,3.881
2017,Marquette County,05000US55077,3.881
2016,Morris County,05000US20127,3.881
2015,Wabasha County,05000US27157,3.88
2015,Rockingham County,05000US51165,3.88
2015,Morrow County,05000US41049,3.88
2017,Sauk County,05000US55111,3.88
2016,Oldham County,05000US21185,3.88
2017,Ray County,05000US29177,3.879
2015,Union County,05000US42119,3.879
2015,Howard County,05000US19089,3.879
2016,Ashland County,05000US39005,3.879
2016,Culpeper County,05000US51047,3.879
2017,Union County,05000US46127,3.878
2015,"Douglas County, GA",05000US13097,3.878
2015,Van Buren County,05000US47175,3.878
2015,Gibson County,05000US18051,3.878
2016,"Sumner County, TN",05000US47165,3.878
2017,Pickaway County,05000US39129,3.878
2017,DeKalb County,05000US18033,3.877
2017,Grant County,05000US55043,3.877
2017,Jefferson County,05000US18077,3.877
2016,Caroline County,05000US51033,3.877
2015,Red Lake County,05000US27125,3.877
2017,"Waukesha County, WI",05000US55133,3.877
2015,La Paz County,05000US04012,3.876
2017,Greer County,05000US40055,3.876
2015,Cheyenne County,05000US31033,3.876
2016,Henry County,05000US29083,3.876
2015,"Highlands County, FL",05000US12055,3.876
2017,Hancock County,05000US17067,3.876
2016,"Clark County, WA",05000US53011,3.876
2017,Keokuk County,05000US19107,3.875
2016,Frontier County,05000US31063,3.875
2015,Bedford County,05000US51019,3.875
2015,"Rockingham County, NH",05000US33015,3.875
2015,Griggs County,05000US38039,3.875
2015,Morgan County,05000US18109,3.875
2017,Jasper County,05000US17079,3.875
2017,Poweshiek County,05000US19157,3.874
2016,Golden Valley County,05000US30037,3.874
2015,Seward County,05000US31159,3.874
2017,Perry County,05000US05105,3.873
2017,Twin Falls County,05000US16083,3.873
2015,Kossuth County,05000US19109,3.873
2016,Winkler County,05000US48495,3.873
2017,Greenwood County,05000US20073,3.873
2015,"Charlotte County, FL",05000US12015,3.873
2016,Dixie County,05000US12029,3.873
2017,Jersey County,05000US17083,3.873
2015,Menominee County,05000US26109,3.872
2015,Hickman County,05000US21105,3.872
2015,"Waukesha County, WI",05000US55133,3.872
2016,Pike County,05000US18125,3.872
2017,Buchanan County,05000US19019,3.872
2015,Orange County,05000US50017,3.872
2016,Kodiak Island Borough,05000US02150,3.872
2016,Taylor County,05000US19173,3.872
2017,Ellsworth County,05000US20053,3.871
2015,Ontonagon County,05000US26131,3.87
2015,Franklin County,05000US19069,3.87
2017,Elmore County,05000US16039,3.87
2015,Forest County,05000US42053,3.87
2017,Benton County,05000US19011,3.87
2017,Stone County,05000US28131,3.87
2017,Taylor County,05000US12123,3.87
2016,Andrew County,05000US29003,3.869
2016,Tishomingo County,05000US28141,3.869
2016,Green County,05000US55045,3.869
2016,Pike County,05000US42103,3.869
2016,Jasper County,05000US19099,3.869
2017,Flagler County,05000US12035,3.869
2015,"Snohomish County, WA",05000US53061,3.868
2016,Wyoming County,05000US36121,3.868
2016,Rio Blanco County,05000US08103,3.868
2015,"Chesapeake city, VA",05000US51550,3.868
2016,Darke County,05000US39037,3.868
2016,Ransom County,05000US38073,3.867
2015,Sargent County,05000US38081,3.867
2017,Bowman County,05000US38011,3.867
2015,Custer County,05000US31041,3.867
2017,Adams County,05000US18001,3.867
2017,"Douglas County, GA",05000US13097,3.867
2015,Teller County,05000US08119,3.867
2017,"Lancaster County, PA",05000US42071,3.866
2017,Anderson County,05000US20003,3.866
2017,Orange County,05000US50017,3.866
2015,Ransom County,05000US38073,3.866
2016,Huron County,05000US39077,3.866
2015,Osage County,05000US20139,3.865
2017,Clayton County,05000US19043,3.865
2015,Jefferson County,05000US55055,3.865
2015,Champaign County,05000US39021,3.865
2016,Manitowoc County,05000US55071,3.865
2016,Pulaski County,05000US29169,3.864
2017,Camden County,05000US13039,3.864
2016,Cass County,05000US17017,3.864
2017,Carson County,05000US48065,3.864
2015,Wyoming County,05000US36121,3.864
2015,Schuyler County,05000US36097,3.863
2016,Wright County,05000US29229,3.863
2017,Pike County,05000US18125,3.863
2016,Sanborn County,05000US46111,3.862
2015,Routt County,05000US08107,3.862
2017,Marion County,05000US20115,3.862
2016,Uintah County,05000US49047,3.862
2015,Schuyler County,05000US29197,3.861
2015,"Franklin County, PA",05000US42055,3.861
2016,"Tolland County, CT",05000US09013,3.861
2016,Jackson County,05000US18071,3.861
2016,Transylvania County,05000US37175,3.86
2015,Iowa County,05000US55049,3.86
2016,Washington County,05000US31177,3.86
2016,"Frederick County, MD",05000US24021,3.86
2017,La Paz County,05000US04012,3.86
2017,Nuckolls County,05000US31129,3.859
2016,Beaver County,05000US40007,3.859
2017,"Forsyth County, GA",05000US13117,3.859
2016,Gooding County,05000US16047,3.859
2016,Carroll County,05000US39019,3.859
2015,Clinton County,05000US18023,3.859
2016,"Will County, IL",05000US17197,3.859
2016,Wabash County,05000US18169,3.858
2016,Calhoun County,05000US17013,3.858
2017,"Elkhart County, IN",05000US18039,3.858
2015,Washington County,05000US17189,3.858
2017,Louisa County,05000US51109,3.858
2015,Pembina County,05000US38067,3.858
2017,Chippewa County,05000US55017,3.857
2017,Iosco County,05000US26069,3.857
2016,Grant County,05000US54023,3.857
2015,Martin County,05000US48317,3.857
2015,Poquoson city,05000US51735,3.857
2015,DeKalb County,05000US18033,3.857
2016,"Cache County, UT",05000US49005,3.857
2016,Vernon Parish,05000US22115,3.857
2015,Roscommon County,05000US26143,3.857
2015,Kodiak Island Borough,05000US02150,3.856
2017,"St. Mary's County, MD",05000US24037,3.855
2017,"Clark County, WA",05000US53011,3.855
2017,Pope County,05000US27121,3.855
2016,"Rockingham County, NH",05000US33015,3.854
2017,Houston County,05000US27055,3.854
2017,Champaign County,05000US39021,3.854
2017,Fallon County,05000US30025,3.854
2015,Winneshiek County,05000US19191,3.853
2017,Meeker County,05000US27093,3.853
2017,Garfield County,05000US53023,3.853
2017,Nez Perce County,05000US16069,3.853
2017,Park County,05000US08093,3.852
2016,Trempealeau County,05000US55121,3.852
2017,Cole County,05000US29051,3.852
2016,DeSoto County,05000US12027,3.852
2017,Douglas County,05000US46043,3.851
2016,Antrim County,05000US26009,3.851
2016,Effingham County,05000US13103,3.851
2017,Daviess County,05000US18027,3.851
2016,Green Lake County,05000US55047,3.851
2015,Gallatin County,05000US21077,3.851
2017,Washington County,05000US20201,3.851
2016,Warren County,05000US29219,3.851
2015,"Hanover County, VA",05000US51085,3.85
2015,"Harford County, MD",05000US24025,3.849
2016,Owen County,05000US18119,3.849
2016,"Montgomery County, TN",05000US47125,3.849
2016,Ripley County,05000US18137,3.849
2015,Clark County,05000US55019,3.849
2017,Saline County,05000US31151,3.849
2016,Alcona County,05000US26001,3.849
2015,"Canyon County, ID",05000US16027,3.849
2016,Marion County,05000US05089,3.849
2017,"Warren County, OH",05000US39165,3.848
2015,"Burlington County, NJ",05000US34005,3.848
2017,Cherokee County,05000US20021,3.848
2016,Wilson County,05000US20205,3.848
2015,King George County,05000US51099,3.848
2015,San Miguel County,05000US08113,3.847
2016,Scott County,05000US21209,3.847
2016,Fauquier County,05000US51061,3.847
2017,Hot Springs County,05000US56017,3.847
2016,Benton County,05000US18007,3.847
2017,Powder River County,05000US30075,3.847
2017,Jefferson County,05000US31095,3.847
2015,Granite County,05000US30039,3.846
2017,Sargent County,05000US38081,3.846
2016,Moultrie County,05000US17139,3.846
2017,Camp County,05000US48063,3.845
2017,Henderson County,05000US17071,3.845
2017,Carbon County,05000US42025,3.845
2015,Lawrence County,05000US17101,3.844
2015,Hamilton County,05000US36041,3.844
2016,Wise County,05000US48497,3.844
2016,Ohio County,05000US18115,3.844
2016,Defiance County,05000US39039,3.843
2015,Defiance County,05000US39039,3.843
2017,Barron County,05000US55005,3.843
2016,Jerauld County,05000US46073,3.843
2016,Kossuth County,05000US19109,3.842
2017,"Wayne County, OH",05000US39169,3.842
2015,Crawford County,05000US39033,3.842
2017,"Cache County, UT",05000US49005,3.842
2017,Henry County,05000US29083,3.842
2017,Gooding County,05000US16047,3.842
2017,"Will County, IL",05000US17197,3.841
2016,Cloud County,05000US20029,3.841
2016,Gloucester County,05000US51073,3.841
2015,Hillsdale County,05000US26059,3.841
2015,Marshall County,05000US17123,3.84
2015,Ripley County,05000US18137,3.84
2015,Yuma County,05000US08125,3.84
2016,Iowa County,05000US55049,3.84
2016,Crawford County,05000US13079,3.839
2017,Fairfax city,05000US51600,3.839
2017,Archer County,05000US48009,3.839
2016,Perry County,05000US05105,3.839
2015,"Delaware County, OH",05000US39041,3.839
2015,"Warren County, OH",05000US39165,3.839
2017,Randolph County,05000US17157,3.839
2015,"Santa Rosa County, FL",05000US12113,3.839
2016,Frederick County,05000US51069,3.839
2017,Amelia County,05000US51007,3.838
2017,Clark County,05000US55019,3.838
2017,Wyoming County,05000US36121,3.838
2016,Woodford County,05000US17203,3.838
2016,"Adams County, PA",05000US42001,3.837
2015,Parmer County,05000US48369,3.837
2017,Rockbridge County,05000US51163,3.837
2016,"Santa Rosa County, FL",05000US12113,3.837
2017,Culpeper County,05000US51047,3.837
2016,Stone County,05000US29209,3.837
2015,Shelby County,05000US17173,3.837
2015,Alcona County,05000US26001,3.837
2016,Stanton County,05000US20187,3.836
2015,Rogers County,05000US40131,3.835
2016,Aleutians West Census Area,05000US02016,3.835
2016,Harney County,05000US41025,3.835
2016,"Canyon County, ID",05000US16027,3.835
2015,Grand County,05000US49019,3.834
2016,Twin Falls County,05000US16083,3.834
2016,Carroll County,05000US18015,3.834
2015,Polk County,05000US31143,3.834
2017,Wexford County,05000US26165,3.834
2015,Nez Perce County,05000US16069,3.834
2017,Bandera County,05000US48019,3.834
2015,Codington County,05000US46029,3.833
2017,Kossuth County,05000US19109,3.833
2016,Hamilton County,05000US36041,3.833
2016,Teton County,05000US16081,3.833
2015,Wabash County,05000US18169,3.832
2015,Powell County,05000US30077,3.832
2017,Green County,05000US55045,3.832
2015,Sauk County,05000US55111,3.832
2016,Morgan County,05000US08087,3.832
2017,"Hernando County, FL",05000US12053,3.831
2015,Taylor County,05000US19173,3.831
2017,Lyon County,05000US32019,3.831
2015,Manassas city,05000US51683,3.831
2017,Granite County,05000US30039,3.831
2017,Wheeler County,05000US48483,3.83
2015,Hyde County,05000US37095,3.83
2015,Manitowoc County,05000US55071,3.83
2015,Daviess County,05000US29061,3.83
2015,Otsego County,05000US26137,3.83
2016,Judith Basin County,05000US30045,3.829
2017,Duchesne County,05000US49013,3.829
2017,"Sumter County, FL",05000US12119,3.829
2016,Gentry County,05000US29075,3.829
2017,Polk County,05000US31143,3.829
2017,Buena Vista County,05000US19021,3.828
2016,"Fairbanks North Star Borough, AK",05000US02090,3.828
2017,Monroe County,05000US54063,3.828
2017,Clinton County,05000US18023,3.827
2015,Morris County,05000US20127,3.827
2016,La Paz County,05000US04012,3.826
2015,Fayette County,05000US19065,3.826
2017,Sanborn County,05000US46111,3.826
2017,"Chesapeake city, VA",05000US51550,3.825
2015,Barron County,05000US55005,3.825
2016,Polk County,05000US55095,3.825
2017,"Fairbanks North Star Borough, AK",05000US02090,3.825
2015,Douglas County,05000US17041,3.825
2015,"Allegan County, MI",05000US26005,3.824
2016,Vermillion County,05000US18165,3.824
2017,Madison County,05000US29123,3.824
2017,Yellow Medicine County,05000US27173,3.823
2016,Ness County,05000US20135,3.823
2015,Northumberland County,05000US51133,3.823
2017,"Sheboygan County, WI",05000US55117,3.823
2017,Turner County,05000US46125,3.822
2016,Hall County,05000US31079,3.822
2016,Sanders County,05000US30089,3.822
2016,Clark County,05000US55019,3.822
2017,Wilson County,05000US20205,3.822
2017,Fillmore County,05000US31059,3.822
2016,Chippewa County,05000US55017,3.821
2015,Andrew County,05000US29003,3.821
2017,Davis County,05000US19051,3.821
2017,Transylvania County,05000US37175,3.821
2016,Greenlee County,05000US04011,3.821
2016,Fulton County,05000US42057,3.821
2016,Valley County,05000US16085,3.821
2017,Warrick County,05000US18173,3.82
2016,Huntington County,05000US18069,3.82
2017,Chautauqua County,05000US20019,3.82
2017,Shelby County,05000US18145,3.82
2015,Mercer County,05000US39107,3.82
2015,Montmorency County,05000US26119,3.82
2017,Hand County,05000US46059,3.819
2017,Guthrie County,05000US19077,3.819
2016,"Rutherford County, TN",05000US47149,3.818
2017,"Minnehaha County, SD",05000US46099,3.818
2015,Saline County,05000US31151,3.818
2016,Woodson County,05000US20207,3.817
2015,Switzerland County,05000US18155,3.816
2017,Hemphill County,05000US48211,3.816
2016,Floyd County,05000US51063,3.816
2017,Keya Paha County,05000US31103,3.816
2015,Eagle County,05000US08037,3.816
2015,"Anne Arundel County, MD",05000US24003,3.816
2016,Cheyenne County,05000US20023,3.815
2017,Camas County,05000US16025,3.815
2016,Camden County,05000US29029,3.815
2015,"Frederick County, MD",05000US24021,3.815
2016,Shelby County,05000US39149,3.815
2016,Mitchell County,05000US48335,3.815
2017,"Franklin County, PA",05000US42055,3.814
2016,"Hanover County, VA",05000US51085,3.814
2017,Trempealeau County,05000US55121,3.814
2016,Eagle County,05000US08037,3.814
2016,"Fairfax County, VA",05000US51059,3.814
2015,Steele County,05000US38091,3.813
2015,Antrim County,05000US26009,3.813
2016,Teton County,05000US56039,3.813
2015,Decatur County,05000US20039,3.813
2016,Dubuque County,05000US19061,3.813
2015,Union County,05000US12125,3.812
2015,"Osceola County, FL",05000US12097,3.812
2017,Ford County,05000US20057,3.812
2016,Mitchell County,05000US19131,3.812
2015,Marquette County,05000US55077,3.812
2017,Green Lake County,05000US55047,3.812
2017,Henry County,05000US19087,3.812
2016,Jay County,05000US18075,3.812
2016,"Adams County, CO",05000US08001,3.811
2015,Powhatan County,05000US51145,3.811
2015,Jefferson County,05000US41031,3.811
2015,Preble County,05000US39135,3.811
2017,"Santa Rosa County, FL",05000US12113,3.81
2015,Watonwan County,05000US27165,3.81
2015,Deuel County,05000US31049,3.81
2017,Grand County,05000US49019,3.809
2017,Tama County,05000US19171,3.809
2017,Polk County,05000US55095,3.809
2016,Rockingham County,05000US51165,3.809
2016,Madison County,05000US30057,3.809
2017,Hubbard County,05000US27057,3.808
2016,Phelps County,05000US31137,3.808
2017,"Sussex County, NJ",05000US34037,3.808
2017,Phelps County,05000US31137,3.808
2015,Jerome County,05000US16053,3.808
2016,Adams County,05000US53001,3.807
2016,Pickaway County,05000US39129,3.807
2015,Converse County,05000US56009,3.807
2017,Carver County,05000US27019,3.807
2017,"Canyon County, ID",05000US16027,3.807
2015,Lafayette County,05000US55065,3.807
2017,Hamilton County,05000US31081,3.806
2017,Tuscola County,05000US26157,3.806
2017,Frontier County,05000US31063,3.806
2015,"Anchorage Municipality, AK",05000US02020,3.806
2016,Starke County,05000US18149,3.806
2016,Pope County,05000US17151,3.806
2017,Scott County,05000US18143,3.805
2015,Ketchikan Gateway Borough,05000US02130,3.804
2015,"Tazewell County, IL",05000US17179,3.804
2015,McLeod County,05000US27085,3.804
2016,Clinton County,05000US18023,3.804
2017,Wabash County,05000US18169,3.803
2017,St. Joseph County,05000US26149,3.803
2015,"Adams County, PA",05000US42001,3.803
2015,"Lebanon County, PA",05000US42075,3.803
2016,Champaign County,05000US39021,3.802
2016,Jefferson County,05000US31095,3.802
2016,Pottawatomie County,05000US20149,3.802
2017,James City County,05000US51095,3.802
2016,"Anchorage Municipality, AK",05000US02020,3.802
2017,Miner County,05000US46097,3.802
2016,Franklin County,05000US20059,3.801
2015,Pottawatomie County,05000US20149,3.801
2015,Chippewa County,05000US55017,3.801
2015,Kosciusko County,05000US18085,3.801
2016,Stark County,05000US17175,3.801
2015,"Utah County, UT",05000US49049,3.8
2015,DeSoto County,05000US12027,3.8
2015,Ashland County,05000US39005,3.8
2016,Alger County,05000US26003,3.8
2017,Currituck County,05000US37053,3.8
2016,Polk County,05000US31143,3.799
2016,"McHenry County, IL",05000US17111,3.799
2016,"Johnson County, TX",05000US48251,3.799
2016,Yuma County,05000US08125,3.799
2016,"Tazewell County, IL",05000US17179,3.798
2016,Kingfisher County,05000US40073,3.798
2016,Glascock County,05000US13125,3.798
2015,"Outagamie County, WI",05000US55087,3.798
2015,Huntington County,05000US18069,3.797
2015,"Johnson County, IN",05000US18081,3.797
2016,"Eaton County, MI",05000US26045,3.797
2017,Grant County,05000US27051,3.797
2017,Wasco County,05000US41065,3.796
2017,Holt County,05000US29087,3.796
2017,Coryell County,05000US48099,3.796
2017,Carroll County,05000US39019,3.796
2017,Florence County,05000US55037,3.796
2017,Montgomery County,05000US18107,3.795
2017,Augusta County,05000US51015,3.795
2015,Dubuque County,05000US19061,3.795
2015,Stanley County,05000US46117,3.795
2017,Jackson County,05000US55053,3.795
2017,Sweetwater County,05000US56037,3.795
2017,Oconto County,05000US55083,3.795
2016,"Johnson County, IN",05000US18081,3.794
2017,Logan County,05000US31113,3.793
2017,"Hamilton County, IN",05000US18057,3.793
2015,"Cache County, UT",05000US49005,3.793
2015,Vernon Parish,05000US22115,3.793
2017,Stafford County,05000US20185,3.793
2016,Union County,05000US42119,3.793
2015,James City County,05000US51095,3.792
2015,"Adams County, CO",05000US08001,3.792
2015,Mills County,05000US19129,3.792
2015,Hand County,05000US46059,3.792
2017,Kane County,05000US49025,3.791
2016,"Warren County, OH",05000US39165,3.791
2015,Hancock County,05000US19081,3.791
2015,Rawlins County,05000US20153,3.791
2017,Newton County,05000US18111,3.791
2016,"Chesapeake city, VA",05000US51550,3.791
2015,Benton County,05000US18007,3.791
2015,Whiteside County,05000US17195,3.791
2015,"Eaton County, MI",05000US26045,3.791
2016,Grand County,05000US49019,3.791
2016,Amelia County,05000US51007,3.79
2015,Shelby County,05000US18145,3.79
2017,Broomfield County,05000US08014,3.79
2017,McCone County,05000US30055,3.79
2017,Wyandot County,05000US39175,3.79
2016,Garfield County,05000US40047,3.79
2015,Polk County,05000US55095,3.79
2016,"Pinal County, AZ",05000US04021,3.79
2017,Osceola County,05000US19143,3.79
2015,Kent County,05000US48263,3.789
2017,"Fairfax County, VA",05000US51059,3.789
2015,"Fairfax County, VA",05000US51059,3.789
2015,Camden County,05000US29029,3.788
2016,Elk County,05000US42047,3.788
2016,Marion County,05000US20115,3.788
2016,"Elkhart County, IN",05000US18039,3.788
2017,Parke County,05000US18121,3.788
2016,"Franklin County, PA",05000US42055,3.788
2017,Le Sueur County,05000US27079,3.787
2017,Ransom County,05000US38073,3.787
2017,Spink County,05000US46115,3.787
2016,Warrick County,05000US18173,3.787
2017,"Fond du Lac County, WI",05000US55039,3.787
2016,Boone County,05000US17007,3.786
2017,"Sumner County, TN",05000US47165,3.786
2016,"Utah County, UT",05000US49049,3.786
2017,Greenlee County,05000US04011,3.786
2017,Rusk County,05000US55107,3.786
2017,Powhatan County,05000US51145,3.785
2015,Waushara County,05000US55137,3.785
2016,Douglas County,05000US29067,3.785
2016,Lewis and Clark County,05000US30049,3.785
2017,Gibson County,05000US18051,3.785
2016,Hickman County,05000US21105,3.785
2015,McCook County,05000US46087,3.784
2015,Hamlin County,05000US46057,3.784
2017,Millard County,05000US49027,3.783
2015,Wirt County,05000US54105,3.783
2015,Carroll County,05000US18015,3.783
2017,"Outagamie County, WI",05000US55087,3.782
2017,"Adams County, CO",05000US08001,3.782
2016,"Sumter County, FL",05000US12119,3.782
2015,"Tolland County, CT",05000US09013,3.782
2016,Forest County,05000US42053,3.782
2016,Watonwan County,05000US27165,3.782
2016,"St. Mary's County, MD",05000US24037,3.782
2015,Dickinson County,05000US20041,3.782
2015,Wasco County,05000US41065,3.781
2017,Delaware County,05000US19055,3.781
2016,Perry County,05000US29157,3.781
2017,"Montgomery County, TN",05000US47125,3.78
2017,Bennett County,05000US46007,3.78
2016,Colusa County,05000US06011,3.78
2015,Morgan County,05000US08087,3.78
2015,"Elkhart County, IN",05000US18039,3.78
2017,"Rockingham County, NH",05000US33015,3.78
2015,Howard County,05000US31093,3.78
2015,Caroline County,05000US51033,3.779
2015,Trempealeau County,05000US55121,3.779
2016,Sterling County,05000US48431,3.779
2016,Marion County,05000US19125,3.779
2016,Cass County,05000US19029,3.778
2017,Teton County,05000US56039,3.778
2015,Bath County,05000US51017,3.778
2017,Kodiak Island Borough,05000US02150,3.778
2015,Iowa County,05000US19095,3.778
2017,Dickey County,05000US38021,3.778
2015,Bremer County,05000US19017,3.778
2015,Comanche County,05000US20033,3.777
2017,Elk County,05000US42047,3.777
2017,Codington County,05000US46029,3.777
2015,"Clay County, FL",05000US12019,3.776
2017,Steele County,05000US38091,3.776
2016,Kosciusko County,05000US18085,3.776
2017,Clay County,05000US17025,3.775
2017,"Eaton County, MI",05000US26045,3.775
2016,Morrow County,05000US41049,3.773
2015,Clark County,05000US46025,3.773
2016,Hansford County,05000US48195,3.772
2017,Cheyenne County,05000US20023,3.771
2017,"Boone County, KY",05000US21015,3.771
2017,Snyder County,05000US42109,3.771
2016,Fountain County,05000US18045,3.771
2016,Seward County,05000US31159,3.771
2015,"Jefferson County, MO",05000US29099,3.77
2015,Castro County,05000US48069,3.77
2015,"Johnson County, TX",05000US48251,3.77
2016,Morton County,05000US38059,3.77
2015,Tama County,05000US19171,3.769
2015,Carbon County,05000US56007,3.769
2015,Greene County,05000US17061,3.769
2017,Van Buren County,05000US47175,3.769
2016,Otsego County,05000US26137,3.768
2016,Dundy County,05000US31057,3.768
2016,Shawano County,05000US55115,3.768
2016,"Outagamie County, WI",05000US55087,3.768
2016,Barron County,05000US55005,3.767
2016,Millard County,05000US49027,3.767
2016,"Guadalupe County, TX",05000US48187,3.766
2016,DeKalb County,05000US18033,3.766
2016,Delaware County,05000US19055,3.766
2017,Osage County,05000US29151,3.766
2017,"McHenry County, IL",05000US17111,3.766
2015,Culpeper County,05000US51047,3.766
2016,"Dakota County, MN",05000US27037,3.766
2017,Benewah County,05000US16009,3.765
2015,Dixie County,05000US12029,3.765
2015,Amelia County,05000US51007,3.765
2016,Ouray County,05000US08091,3.765
2015,Monroe County,05000US17133,3.765
2017,Botetourt County,05000US51023,3.765
2015,Island County,05000US53029,3.765
2017,"Adams County, PA",05000US42001,3.765
2017,Lewis and Clark County,05000US30049,3.765
2017,Door County,05000US55029,3.764
2015,Lac qui Parle County,05000US27073,3.764
2017,Morrow County,05000US39117,3.764
2017,Kearney County,05000US31099,3.763
2017,Auglaize County,05000US39011,3.763
2016,Marshall County,05000US17123,3.763
2017,"Anchorage Municipality, AK",05000US02020,3.763
2017,Harney County,05000US41025,3.763
2017,"Rutherford County, TN",05000US47149,3.762
2016,Hamilton County,05000US31081,3.762
2017,Hartley County,05000US48205,3.762
2016,"Sheboygan County, WI",05000US55117,3.761
2016,Yellow Medicine County,05000US27173,3.761
2017,Gloucester County,05000US51073,3.76
2015,Colfax County,05000US31037,3.76
2015,Tuscola County,05000US26157,3.759
2015,Keya Paha County,05000US31103,3.759
2015,Fauquier County,05000US51061,3.759
2015,"Guadalupe County, TX",05000US48187,3.759
2015,"Sheboygan County, WI",05000US55117,3.758
2017,Fauquier County,05000US51061,3.758
2016,Missaukee County,05000US26113,3.758
2015,"Sumter County, FL",05000US12119,3.758
2017,Long County,05000US13183,3.757
2017,Foster County,05000US38031,3.756
2017,Morgan County,05000US18109,3.756
2016,"Minnehaha County, SD",05000US46099,3.756
2017,Aurora County,05000US46003,3.756
2015,Nance County,05000US31125,3.755
2017,Stanton County,05000US31167,3.755
2015,Huron County,05000US39077,3.755
2017,Saunders County,05000US31155,3.754
2017,Irion County,05000US48235,3.754
2016,Roanoke County,05000US51161,3.754
2017,Clinton County,05000US29049,3.753
2017,"Anne Arundel County, MD",05000US24003,3.753
2016,Wirt County,05000US54105,3.753
2017,Perry County,05000US29157,3.753
2016,Ward County,05000US38101,3.752
2016,Cherry County,05000US31031,3.752
2015,Effingham County,05000US13103,3.752
2017,Waupaca County,05000US55135,3.752
2017,Nicollet County,05000US27103,3.751
2017,Seward County,05000US31159,3.751
2017,"Spotsylvania County, VA",05000US51177,3.751
2015,Lincoln County,05000US20105,3.751
2016,Stanley County,05000US46117,3.751
2017,Schuyler County,05000US17169,3.75
2016,Nuckolls County,05000US31129,3.75
2017,Pottawatomie County,05000US20149,3.75
2017,Jackson County,05000US46071,3.749
2015,Crawford County,05000US19047,3.749
2016,Custer County,05000US31041,3.747
2016,"Prince George's County, MD",05000US24033,3.747
2017,"Hanover County, VA",05000US51085,3.747
2015,Marion County,05000US19125,3.747
2017,Marion County,05000US19125,3.746
2017,Rockingham County,05000US51165,3.746
2016,Queen Anne's County,05000US24035,3.746
2017,Jasper County,05000US19099,3.746
2017,"Utah County, UT",05000US49049,3.746
2015,Calhoun County,05000US17013,3.746
2017,Madison County,05000US39097,3.746
2015,"Ottawa County, MI",05000US26139,3.746
2015,"Dakota County, MN",05000US27037,3.746
2017,"Prince George's County, MD",05000US24033,3.746
2015,Renville County,05000US27129,3.745
2016,"Anne Arundel County, MD",05000US24003,3.745
2016,"Washington County, UT",05000US49053,3.745
2017,Cheyenne County,05000US31033,3.744
2017,Union County,05000US19175,3.744
2015,Perry County,05000US29157,3.744
2016,Tillamook County,05000US41057,3.744
2015,Uintah County,05000US49047,3.744
2016,"Fond du Lac County, WI",05000US55039,3.744
2016,"Hamilton County, IN",05000US18057,3.743
2015,"Will County, IL",05000US17197,3.743
2017,"Charles County, MD",05000US24017,3.743
2016,Marquette County,05000US55077,3.743
2015,Frederick County,05000US51069,3.742
2016,Morgan County,05000US18109,3.742
2016,Mercer County,05000US17131,3.742
2015,Garfield County,05000US08045,3.742
2015,Wyandot County,05000US39175,3.741
2017,Marshall County,05000US17123,3.741
2016,Poquoson city,05000US51735,3.741
2016,Moody County,05000US46101,3.74
2016,Armstrong County,05000US48011,3.74
2017,Washington County,05000US31177,3.74
2017,Mackinac County,05000US26097,3.74
2017,Ripley County,05000US18137,3.739
2017,"Johnson County, IN",05000US18081,3.739
2016,"Sussex County, NJ",05000US34037,3.739
2016,Clay County,05000US20027,3.738
2017,Carroll County,05000US05015,3.738
2016,Noble County,05000US18113,3.737
2016,Carver County,05000US27019,3.737
2015,Manistee County,05000US26101,3.737
2015,"St. Mary's County, MD",05000US24037,3.737
2017,Ashland County,05000US39005,3.737
2016,Spencer County,05000US18147,3.737
2017,Shawano County,05000US55115,3.737
2017,Watonwan County,05000US27165,3.737
2017,Presque Isle County,05000US26141,3.736
2017,Platte County,05000US31141,3.736
2017,"Dakota County, MN",05000US27037,3.736
2017,Broadwater County,05000US30007,3.735
2015,Jefferson County,05000US18077,3.735
2017,"Ottawa County, MI",05000US26139,3.735
2015,Colusa County,05000US06011,3.735
2015,Adair County,05000US19001,3.735
2015,Tillamook County,05000US41057,3.734
2017,Lincoln County,05000US32017,3.734
2017,Chaffee County,05000US08015,3.734
2017,Ripley County,05000US29181,3.734
2015,Elko County,05000US32007,3.734
2015,Goshen County,05000US56015,3.734
2016,Oscoda County,05000US26135,3.734
2015,"McHenry County, IL",05000US17111,3.733
2017,Adams County,05000US53001,3.733
2016,Jones County,05000US19105,3.733
2016,Boyd County,05000US31015,3.733
2015,Audrain County,05000US29007,3.733
2017,Morgan County,05000US08087,3.732
2016,Morrill County,05000US31123,3.732
2016,Harding County,05000US35021,3.731
2017,Roanoke County,05000US51161,3.731
2017,McLeod County,05000US27085,3.731
